Billing Code,Name,Category
G0289,"Arthroscopy, knee, surgical, for removal of loose body, foreign body, debridementshaving of articular cartilage chondroplasty at the time of other surgical knee arthroscopy in a different compartment of the more same knee",Surgeries & Procedures
1961,"",Surgeries & Procedures
1968,"",Surgeries & Procedures
10005,Fine Needle Aspiration FNA Biopsy,Laboratory & Diagnostic Tests
10021,Fine Needle Aspiration FNA Biopsy,Laboratory & Diagnostic Tests
10040,"Incision and Drainage Procedures on the Skin, Subcutaneous and Accessory Structures",Surgeries & Procedures
11000,Debridement of extensive eczematous or infected skin,Surgeries & Procedures
11056,"Paring or cutting of benign hyperkeratotic lesion eg, corn or callus",Surgeries & Procedures
11900,"Injection, intralesional",Surgeries & Procedures
17111,"Destruction eg, laser surgery, electrosurgery, cryosurgery, chemosurgery, surgical curettement, of benign lesions other than skin tags or cutaneous vascular proliferative lesions",Surgeries & Procedures
17250,Destruction Procedures on Benign or Premalignant Lesions of the Integumentary System,Surgeries & Procedures
20553,Trigger Point Injections,Rehabilitation & Physical Therapy
20612,"Arthrocentesis, aspiration andor injection",Surgeries & Procedures
27443,"Arthroplasty, femoral condyles or tibial plateaus, knee",Surgeries & Procedures
36415,Venous Procedures,Cardiovascular Procedures
36471,Injections of sclerosant,Surgeries & Procedures
36478,Endovenous ablation therapy of incompetent vein,Surgeries & Procedures
44394,Colonoscopy through stoma,Gastroenterology Procedures
45382,"Colonoscopy, flexible, proximal to splenic flexure",Gastroenterology Procedures
45388,"Colonoscopy, flexible, proximal to splenic flexure",Gastroenterology Procedures
45391,"Colonoscopy, flexible, proximal to splenic flexure",Gastroenterology Procedures
45392,"Colonoscopy, flexible, proximal to splenic flexure",Gastroenterology Procedures
45398,"Colonoscopy, flexible, proximal to splenic flexure",Gastroenterology Procedures
51741,Urodynamic Procedures on the Bladder,Laboratory & Diagnostic Tests
57022,Incision and drainage of vaginal hematoma,Surgeries & Procedures
58565,"Hysteroscopy, surgical",Surgeries & Procedures
59025,Antepartum and Fetal Invasive Services for Maternity Care and Delivery,Maternity & Obstetrics
59409,Vaginal delivery only with or without episiotomy andor forceps,Maternity & Obstetrics
59410,Vaginal delivery only with or without episiotomy andor forceps,Maternity & Obstetrics
59425,Antepartum care only,Maternity & Obstetrics
59610,Delivery Procedures After Previous Cesarean Delivery,Maternity & Obstetrics
62323,"Injections, of diagnostic or therapeutic substances eg, anesthetic, antispasmodic, opioid, steroid, other solution, not including neurolytic substances, including needle or catheter placement, interlaminar epidural more or subarachnoid, lumbar or sacral caudal",Surgeries & Procedures
64483,"Injections, anesthetic agents andor steroid",Anesthesia Services
73722,"Magnetic resonance eg, proton imaging, any joint of lower extremity",Imaging & Radiology
76512,"Ophthalmic ultrasound, diagnostic",Imaging & Radiology
76514,"Ophthalmic ultrasound, diagnostic",Imaging & Radiology
76811,"Ultrasound, pregnant uterus, real time with image documentation, fetal and maternal evaluation plus detailed fetal anatomic examination, transabdominal approach",Maternity & Obstetrics
76818,Fetal biophysical profile,Maternity & Obstetrics
80048,Organ or Disease Oriented Panels,Laboratory & Diagnostic Tests
80050,Organ or Disease Oriented Panels,Laboratory & Diagnostic Tests
80053,Organ or Disease Oriented Panels,Laboratory & Diagnostic Tests
80055,Organ or Disease Oriented Panels,Laboratory & Diagnostic Tests
80074,Organ or Disease Oriented Panels,Laboratory & Diagnostic Tests
80197,Therapeutic Drug Assays,Laboratory & Diagnostic Tests
81002,"Urinalysis, by dip stick or tablet reagent for bilirubin, glucose, hemoglobin, ketones, leukocytes, nitrite, pH, protein, specific gravity, urobilinogen, any number of these constituents",Laboratory & Diagnostic Tests
82043,Albumin,Laboratory & Diagnostic Tests
82044,Albumin,Laboratory & Diagnostic Tests
82306,Vitamin D,Preventive Services
82607,Cyanocobalamin Vitamin B12,Pharmacotherapy & Drug Administration
82670,Estradiol,Pharmacotherapy & Drug Administration
82728,Chemistry Procedures,Laboratory & Diagnostic Tests
82947,Glucose,Laboratory & Diagnostic Tests
82950,Glucose,Laboratory & Diagnostic Tests
83001,Gonadotropin,Pharmacotherapy & Drug Administration
83036,Hemoglobin,Laboratory & Diagnostic Tests
83540,Chemistry Procedures,Laboratory & Diagnostic Tests
83655,Chemistry Procedures,Laboratory & Diagnostic Tests
84134,Chemistry Procedures,Laboratory & Diagnostic Tests
84153,Prostate specific antigen PSA,Laboratory & Diagnostic Tests
84154,Prostate specific antigen PSA,Laboratory & Diagnostic Tests
84439,Thyroxine,Pharmacotherapy & Drug Administration
84443,Chemistry Procedures,Laboratory & Diagnostic Tests
85025,Blood count,Laboratory & Diagnostic Tests
85610,Prothrombin time,Laboratory & Diagnostic Tests
85730,"Thromboplastin time, partial PTT",Laboratory & Diagnostic Tests
86300,Immunoassay for tumor antigen,Laboratory & Diagnostic Tests
86336,Immunology Procedures,Allergy & Immunology Services
86592,"Syphilis test, nontreponemal antibody",Laboratory & Diagnostic Tests
86644,Antibody,Laboratory & Diagnostic Tests
86665,Antibody,Laboratory & Diagnostic Tests
86703,Antibody,Allergy & Immunology Services
86708,Hepatitis A antibody HAAb,Laboratory & Diagnostic Tests
86765,Antibody,Allergy & Immunology Services
87070,"Culture, bacterial",Laboratory & Diagnostic Tests
87077,"Culture, bacterial",Laboratory & Diagnostic Tests
87088,"Culture, bacterial",Laboratory & Diagnostic Tests
87101,"Culture, fungi mold or yeast isolation, with presumptive identification of isolates",Laboratory & Diagnostic Tests
87186,"Susceptibility studies, antimicrobial agent",Laboratory & Diagnostic Tests
87205,"Smear, primary source with interpretation",Laboratory & Diagnostic Tests
87210,"Smear, primary source with interpretation",Laboratory & Diagnostic Tests
87324,"Infectious agent antigen detection by immunoassay technique, eg, enzyme immunoassay EIA, enzymelinked immunosorbent assay ELISA, fluorescence immunoassay FIA, immunochemiluminometric assay IMCA qualitative or semiquantitative more",Laboratory & Diagnostic Tests
87389,"Infectious agent antigen detection by immunoassay technique, eg, enzyme immunoassay EIA, enzymelinked immunosorbent assay ELISA, fluorescence immunoassay FIA, immunochemiluminometric assay IMCA qualitative or semiquantitative more",Laboratory & Diagnostic Tests
87510,Infectious agent detection by nucleic acid DNA or RNA,Laboratory & Diagnostic Tests
87591,Infectious agent detection by nucleic acid DNA or RNA,Laboratory & Diagnostic Tests
87801,"Infectious agent detection by nucleic acid DNA or RNA, multiple organisms",Laboratory & Diagnostic Tests
87807,"Infectious agent antigen detection by immunoassay with direct optical ie, visual observation",Laboratory & Diagnostic Tests
87880,"Infectious agent antigen detection by immunoassay with direct optical ie, visual observation",Laboratory & Diagnostic Tests
88112,Cytopathology Procedures,Laboratory & Diagnostic Tests
88150,"Cytopathology, slides, cervical or vaginal",Laboratory & Diagnostic Tests
88175,"Cytopathology, cervical or vaginal any reporting system, collected in preservative fluid, automated thin layer preparation",Laboratory & Diagnostic Tests
90471,"Immunization administration includes percutaneous, intradermal, subcutaneous, or intramuscular injections",Preventive Services
90658,Influenza virus vaccine,Preventive Services
90681,Rotavirus vaccine,Preventive Services
90707,"Vaccines, Toxoids",Preventive Services
90715,"Vaccines, Toxoids",Preventive Services
90716,"Vaccines, Toxoids",Preventive Services
90736,Zoster shingles vaccine HZV,Preventive Services
90792,Psychiatric Diagnostic Procedures,Mental Health Services
90833,Psychotherapy,Mental Health Services
90836,Psychotherapy,Mental Health Services
90838,Psychotherapy,Mental Health Services
90839,Psychotherapy for Crisis,Mental Health Services
90840,Psychotherapy for Crisis,Mental Health Services
90847,Other Psychotherapy,Mental Health Services
90853,Other Psychotherapy,Mental Health Services
92004,Ophthalmological services medical examination and evaluation with initiation of diagnostic and treatment program,Consultations & Evaluations
92012,"Ophthalmological services medical examination and evaluation, with initiation or continuation of diagnostic and treatment program",Consultations & Evaluations
92507,"Treatment of speech, language, voice, communication, andor auditory processing disorder",Rehabilitation & Physical Therapy
92552,Pure tone audiometry threshold,Laboratory & Diagnostic Tests
93000,"Electrocardiogram, routine ECG with at least 12 leads",Laboratory & Diagnostic Tests
93303,Transthoracic echocardiography for congenital cardiac anomalies,Imaging & Radiology
93307,"Echocardiography, transthoracic, realtime with image documentation 2D, includes Mmode recording, when performed",Imaging & Radiology
93798,Physician services for outpatient cardiac rehabilitation,Rehabilitation & Physical Therapy
93922,NonInvasive Extremity Arterial Studies Including Digits,Laboratory & Diagnostic Tests
93971,Duplex scan of extremity veins including responses to compression and other maneuvers,Laboratory & Diagnostic Tests
94010,"Pulmonary Diagnostic Testing, Rehabilitation, and Therapies",Rehabilitation & Physical Therapy
94726,"Pulmonary Diagnostic Testing, Rehabilitation, and Therapies",Rehabilitation & Physical Therapy
94729,"Pulmonary Diagnostic Testing, Rehabilitation, and Therapies",Rehabilitation & Physical Therapy
95004,Allergy Testing Procedures,Allergy & Immunology Services
95810,Polysomnography,Laboratory & Diagnostic Tests
95811,Polysomnography,Laboratory & Diagnostic Tests
95860,Needle electromyography,Laboratory & Diagnostic Tests
95861,Needle electromyography,Laboratory & Diagnostic Tests
96110,DevelopmentalBehavioral Screening and Testing,Consultations & Evaluations
96366,"Intravenous infusion, for therapy, prophylaxis, or diagnosis specify substance or drug",Pharmacotherapy & Drug Administration
96376,"Therapeutic, prophylactic, or diagnostic injection specify substance or drug",Laboratory & Diagnostic Tests
97032,Application of a modality to 1 or more areas,Other
97035,Application of a modality to 1 or more areas,Other
97110,"Therapeutic procedure, 1 or more areas, each 15 minutes",Rehabilitation & Physical Therapy
97116,"Therapeutic procedure, 1 or more areas, each 15 minutes",Rehabilitation & Physical Therapy
97124,"Therapeutic procedure, 1 or more areas, each 15 minutes",Rehabilitation & Physical Therapy
97535,Therapeutic Procedures,Surgeries & Procedures
97813,"Acupuncture, 1 or more needles",Other
98940,Chiropractic manipulative treatment CMT,Rehabilitation & Physical Therapy
98941,Chiropractic manipulative treatment CMT,Rehabilitation & Physical Therapy
98943,Chiropractic manipulative treatment CMT,Rehabilitation & Physical Therapy
98966,"Telephone assessment and management service provided by a qualified nonphysician health care professional to an established patient, parent, or guardian not originating from a more related assessment and management service provided within the previous 7 days nor leading to an assessment and management service or procedure within the next 24 hours or soonest available appointment",Consultations & Evaluations
98970,Qualified Nonphysician Health Care Professional Online Digital Assessment and Management Service,Consultations & Evaluations
99051,Miscellaneous Medicine Services,Other
99204,New Patient Office or Other Outpatient Services,Consultations & Evaluations
99211,Established Patient Office or Other Outpatient Services,Specialist Visits
99214,Established Patient Office or Other Outpatient Services,Consultations & Evaluations
99384,"Initial comprehensive preventive medicine evaluation and management of an individual including an age and gender appropriate history, examination, counselinganticipatory guidancerisk factor reduction interventions, and more the ordering of laboratorydiagnostic procedures, new patient",Consultations & Evaluations
99386,"Initial comprehensive preventive medicine evaluation and management of an individual including an age and gender appropriate history, examination, counselinganticipatory guidancerisk factor reduction interventions, and more the ordering of laboratorydiagnostic procedures, new patient",Consultations & Evaluations
99387,"Initial comprehensive preventive medicine evaluation and management of an individual including an age and gender appropriate history, examination, counselinganticipatory guidancerisk factor reduction interventions, and more the ordering of laboratorydiagnostic procedures, new patient",Consultations & Evaluations
99391,"Periodic comprehensive preventive medicine reevaluation and management of an individual including an age and gender appropriate history, examination, counselinganticipatory guidancerisk factor reduction interventions, and more the ordering of laboratorydiagnostic procedures, established patient",Preventive Services
99394,"Periodic comprehensive preventive medicine reevaluation and management of an individual including an age and gender appropriate history, examination, counselinganticipatory guidancerisk factor reduction interventions, and more the ordering of laboratorydiagnostic procedures, established patient",Preventive Services
99395,"Periodic comprehensive preventive medicine reevaluation and management of an individual including an age and gender appropriate history, examination, counselinganticipatory guidancerisk factor reduction interventions, and more the ordering of laboratorydiagnostic procedures, established patient",Preventive Services
99397,"Periodic comprehensive preventive medicine reevaluation and management of an individual including an age and gender appropriate history, examination, counselinganticipatory guidancerisk factor reduction interventions, and more the ordering of laboratorydiagnostic procedures, established patient",Preventive Services
99422,Online Digital Evaluation and Management Services,Consultations & Evaluations
J2323,"Injection, natalizumab, 1 mg",Pharmacotherapy & Drug Administration
J3380,"Injection, vedolizumab, 1 mg",Pharmacotherapy & Drug Administration
J3590,Unclassified biologics,Other
J9311,"Injection, rituximab 10 mg and hyaluronidase",Oncology & Cancer Treatment
38241,Transplantation and PostTransplantation Cellular Infusions,Surgeries & Procedures
31601,"Tracheostomy, planned separate procedure",Surgeries & Procedures
31603,"Tracheostomy, emergency procedure",Surgeries & Procedures
31605,"Tracheostomy, emergency procedure",Emergency Services
33533,"Coronary artery bypass, using arterial grafts",Cardiovascular Procedures
33534,"Coronary artery bypass, using arterial grafts",Cardiovascular Procedures
61510,"Craniectomy, trephination, bone flap craniotomy",Surgeries & Procedures
61512,"Craniectomy, trephination, bone flap craniotomy",Surgeries & Procedures
90945,Miscellaneous Dialysis Services and Procedures,Other
96401,"Chemotherapy administration, subcutaneous or intramuscular",Oncology & Cancer Treatment
96409,Chemotherapy administration,Oncology & Cancer Treatment
96413,"Chemotherapy administration, intravenous infusion technique",Oncology & Cancer Treatment
96422,"Chemotherapy administration, intraarterial",Oncology & Cancer Treatment
96425,"Chemotherapy administration, intraarterial",Oncology & Cancer Treatment
96450,Other Injection and Infusion Services,Pharmacotherapy & Drug Administration
96521,Other Injection and Infusion Services,Pharmacotherapy & Drug Administration
96549,Other Injection and Infusion Services,Pharmacotherapy & Drug Administration
34802,"Deprecated, Deleted, or Otherwise Missing Code Name",Other
34805,"Deprecated, Deleted, or Otherwise Missing Code Name",Other
34820,Open artery exposure for delivery of endovascular prosthesis,Cardiovascular Procedures
48150,"Pancreatectomy, proximal subtotal with total duodenectomy, partial gastrectomy, choledochoenterostomy and gastrojejunostomy Whippletype procedure",Surgeries & Procedures
48153,"Pancreatectomy, proximal subtotal with neartotal duodenectomy, choledochoenterostomy and duodenojejunostomy pylorussparing, Whippletype procedure",Surgeries & Procedures
43644,"Laparoscopy, surgical, gastric restrictive procedure",Surgeries & Procedures
69930,Introduction Procedures on the Inner Ear,Surgeries & Procedures
61799,"Stereotactic radiosurgery particle beam, gamma ray, or linear accelerator",Oncology & Cancer Treatment
47563,"Laparoscopy, surgical",Surgeries & Procedures
91035,"Esophagus, gastroesophageal reflux test",Gastroenterology Procedures
G0105,Colorectal cancer screening colonoscopy on individual at high risk,Laboratory & Diagnostic Tests
29846,"Arthroscopy, wrist, surgical",Surgeries & Procedures
11402,"Excision, benign lesion including margins, except skin tag unless listed elsewhere, trunk, arms or legs",Surgeries & Procedures
28308,"Osteotomy, with or without lengthening, shortening or angular correction, metatarsal",Surgeries & Procedures
27403,"Repair, Revision, andor Reconstruction Procedures on the Femur Thigh Region and Knee Joint",Surgeries & Procedures
54162,Excision Procedures on the Penis,Surgeries & Procedures
46946,"Hemorrhoidectomy, internal, by ligation other than rubber band",Surgeries & Procedures
25337,"Repair, Revision, andor Reconstruction Procedures on the Forearm and Wrist",Surgeries & Procedures
11423,"Excision, benign lesion including margins, except skin tag unless listed elsewhere, scalp, neck, hands, feet, genitalia",Surgeries & Procedures
69643,"Tympanoplasty with mastoidectomy including canalplasty, middle ear surgery, tympanic membrane repair",Surgeries & Procedures
15847,Other Repair Closure Procedures on the Integumentary System,Surgeries & Procedures
30903,Other Procedures on the Nose,Surgeries & Procedures
47379,Laparoscopic Procedures on the Liver,Surgeries & Procedures
0715T,Cardiovascular System ProceduresServices,Cardiovascular Procedures
23071,"Excision, tumor, soft tissue of shoulder area, subcutaneous",Surgeries & Procedures
C9601,"Percutaneous transcatheter placement of drugeluting intracoronary stents, with coronary angioplasty when performed each additional branch of a major coronary artery list separately in addition to code for primary procedure",Cardiovascular Procedures
49436,"Introduction, Revision, andor Removal Procedures on the Abdomen, Peritoneum, and Omentum",Gastroenterology Procedures
15836,"Excision, excessive skin and subcutaneous tissue includes lipectomy",Surgeries & Procedures
55559,Laparoscopic Procedures on the Spermatic Cord,Surgeries & Procedures
25565,Closed treatment of radial and ulnar shaft fractures,Surgeries & Procedures
55120,Incision Procedures on the Scrotum,Surgeries & Procedures
13153,"Repair, complex, eyelids, nose, ears andor lips",Surgeries & Procedures
23655,"Closed treatment of shoulder dislocation, with manipulation",Surgeries & Procedures
46200,Excision Procedures on the Anus,Surgeries & Procedures
27635,"Excision or curettage of bone cyst or benign tumor, tibia or fibula",Surgeries & Procedures
42145,Excision and Destruction Procedures on the Palate and Uvula,Surgeries & Procedures
23395,"Muscle transfer, any type, shoulder or upper arm",Surgeries & Procedures
45331,"Sigmoidoscopy, flexible",Gastroenterology Procedures
20525,Removal of foreign body in muscle or tendon sheath,Surgeries & Procedures
25071,"Excision, tumor, soft tissue of forearm andor wrist area, subcutaneous",Surgeries & Procedures
15003,"Surgical preparation or creation of recipient site by excision of open wounds, burn eschar, or scar including subcutaneous tissues, or incisional release of scar more contracture, trunk, arms, legs",Surgeries & Procedures
11057,"Paring or cutting of benign hyperkeratotic lesion eg, corn or callus",Surgeries & Procedures
36245,"Selective catheter placement, arterial system abdominal, pelvic or lower extremity artery branch",Cardiovascular Procedures
28110,Excision Procedures on the Foot and Toes,Surgeries & Procedures
70160,Diagnostic Radiology Diagnostic Imaging Procedures of the Head and Neck,Imaging & Radiology
71100,"Radiologic examination, ribs, unilateral",Imaging & Radiology
72040,"Radiologic examination, spine, cervical",Imaging & Radiology
72082,"Radiologic examination, spine, entire thoracic and lumbar, including skull, cervical and sacral spine if performed eg, scoliosis evaluation",Imaging & Radiology
73030,"Radiologic examination, shoulder",Imaging & Radiology
73092,Radiologic examination,Imaging & Radiology
73522,"Radiologic examination, hips, bilateral",Imaging & Radiology
73600,"Radiologic examination, ankle",Imaging & Radiology
73702,"Computed tomography, lower extremity",Imaging & Radiology
73720,"Magnetic resonance eg, proton imaging, lower extremity other than joint",Imaging & Radiology
74220,"Radiologic exam, esophagus",Imaging & Radiology
74221,"Radiologic exam, esophagus",Imaging & Radiology
75989,Transcatheter Diagnostic Radiology Diagnostic Imaging Procedures,Imaging & Radiology
76802,"Ultrasound, pregnant uterus, real time with image documentation, fetal and maternal evaluation, first trimester  14 weeks 0 days, transabdominal approach",Maternity & Obstetrics
76817,Diagnostic Ultrasound Procedures of the Pelvis Obstetrical,Imaging & Radiology
77012,Computed Tomography Guidance,Imaging & Radiology
77080,"Dualenergy Xray absorptiometry DXA, bone density study, 1 or more sites",Imaging & Radiology
78452,"Myocardial perfusion imaging, tomographic SPECT including attenuation correction, qualitative or quantitative wall motion, ejection fraction by first pass or gated technique, additional quantification, when more performed",Imaging & Radiology
78701,Kidney imaging morphology,Imaging & Radiology
78815,Positron emission tomography PET with concurrently acquired computed tomography CT for attenuation correction and anatomical localization imaging,Imaging & Radiology
807,(MDC 14) Vaginal delivery without sterilization/DC without CC/MCC,Maternity & Obstetrics
792,(MDC 15) Prematurity without major problems,Maternity & Obstetrics
481,(MDC 08) Hip and femur procedures except major joint with CC,Surgeries & Procedures
271,(MDC 05) Other major cardiovascular procedures with CC,Cardiovascular Procedures
270,(MDC 05) Other major cardiovascular procedures with MCC,Cardiovascular Procedures
683,(MDC 11) Renal failure with CC,Laboratory & Diagnostic Tests
786,(MDC 14) Cesarean section without sterilization with MCC,Maternity & Obstetrics
253,(MDC 05) Other vascular procedures with CC,Surgeries & Procedures
003,"ECMO or tracheostomy with MV 96 hours or PDX except face, mouth and neck with major OR procedure",Surgeries & Procedures
881,(MDC 19) Depressive neuroses,Mental Health Services
517,(MDC 08) Other musculoskeletal system and connective tissue OR procedures without CC/MCC,Surgeries & Procedures
417,(MDC 07) Laparoscopic cholecystectomy without CDE with MCC,Surgeries & Procedures
857,(MDC 18) Postoperative or posttraumatic infections with OR procedure with CC,Other
769,(MDC 14) Postpartum and post abortion diagnoses with OR procedure,Maternity & Obstetrics
026,(MDC 01) Craniotomy and endovascular intracranial procedures with CC,Surgeries & Procedures
948,(MDC 23) Signs and symptoms without MCC,Laboratory & Diagnostic Tests
205,(MDC 04) Other respiratory system diagnoses with MCC,Surgeries & Procedures
372,(MDC 06) Major gastrointestinal disorders and peritoneal infections with CC,Surgeries & Procedures
501,(MDC 08) Soft tissue procedures with CC,Surgeries & Procedures
717,(MDC 12) Other male reproductive system OR procedures except malignancy with CC/MCC,Surgeries & Procedures
882,(MDC 19) Neuroses except depressive,Mental Health Services
229,(MDC 05) Other cardiothoracic procedures without MCC,Surgeries & Procedures
656,(MDC 11) Kidney and ureter procedures for neoplasm with MCC,Surgeries & Procedures
035,(MDC 01) Carotid artery stent procedure with CC,Cardiovascular Procedures
179,(MDC 04) Respiratory infections and inflammations without CC/MCC,Consultations & Evaluations
191,(MDC 04) Chronic obstructive pulmonary disease with CC,Surgeries & Procedures
061,"(MDC 01) Ischemic stroke, precerebral occlusion or transient ischemia with thrombolytic agent with MCC",Surgeries & Procedures
249,(MDC 05) Percutaneous cardiovascular procedures with nondrugeluting stent without MCC,Cardiovascular Procedures
543,(MDC 08) Pathological fractures and musculoskeletal and connective tissue malignancy with CC,Other
489,(MDC 08) Knee procedures without PDX of infection without CC/MCC,Surgeries & Procedures
812,(MDC 16) Red blood cell disorders without MCC,Laboratory & Diagnostic Tests
707,(MDC 12) Major male pelvic procedures with CC/MCC,Surgeries & Procedures
433,(MDC 07) Cirrhosis and alcoholic hepatitis with CC,Gastroenterology Procedures
559,"(MDC 08) Aftercare, musculoskeletal system and connective tissue with MCC",Surgeries & Procedures
563,"(MDC 08) Fracture, sprain, strain and dislocation except femur, hip, pelvis and thigh without MCC",Surgeries & Procedures
197,(MDC 04) Interstitial lung disease with CC,Specialist Visits
415,(MDC 07) Cholecystectomy except by laparoscope without CDE with CC,Surgeries & Procedures
604,"(MDC 09) Trauma to the skin, subcutaneous tissue and breast with MCC",Surgeries & Procedures
085,"(MDC 01) Traumatic stupor and coma, coma 1 hour with MCC",Emergency Services
348,(MDC 06) Anal and stomal procedures with CC,Surgeries & Procedures
069,(MDC 01) Transient ischemia without thrombolytic,Surgeries & Procedures
145,DRG Code Name Not Found,Other
J1745,"Injection, infliximab, excludes biosimilar, 10 mg",Pharmacotherapy & Drug Administration
473,(MDC 08) Cervical spinal fusion without CC/MCC,Surgeries & Procedures
1967,"",Other
11721,Debridement of nails by any methods,Surgeries & Procedures
17000,"Destruction eg, laser surgery, electrosurgery, cryosurgery, chemosurgery, surgical curettement, premalignant lesions eg, actinic keratoses",Surgeries & Procedures
20600,"Arthrocentesis, aspiration andor injection",Surgeries & Procedures
27441,"Arthroplasty, knee, tibial plateau",Surgeries & Procedures
27442,"Arthroplasty, femoral condyles or tibial plateaus, knee",Surgeries & Procedures
31231,Endoscopy Procedures on the Accessory Sinuses,Surgeries & Procedures
36475,Endovenous ablation therapy of incompetent vein,Surgeries & Procedures
77386,Radiation Treatment Delivery,Oncology & Cancer Treatment
77387,Radiation Treatment Delivery,Oncology & Cancer Treatment
80051,Organ or Disease Oriented Panels,Laboratory & Diagnostic Tests
81001,"Urinalysis, by dip stick or tablet reagent for bilirubin, glucose, hemoglobin, ketones, leukocytes, nitrite, pH, protein, specific gravity, urobilinogen, any number of these constituents",Laboratory & Diagnostic Tests
82951,Glucose,Laboratory & Diagnostic Tests
83013,Helicobacter pylori,Gastroenterology Procedures
83880,Chemistry Procedures,Laboratory & Diagnostic Tests
84436,Thyroxine,Pharmacotherapy & Drug Administration
84460,Transferase,Laboratory & Diagnostic Tests
84484,Chemistry Procedures,Laboratory & Diagnostic Tests
85027,Blood count,Laboratory & Diagnostic Tests
87040,"Culture, bacterial",Laboratory & Diagnostic Tests
88141,Cytopathology Screening Procedures,Laboratory & Diagnostic Tests
88142,"Cytopathology, cervical or vaginal any reporting system, collected in preservative fluid, automated thin layer preparation",Laboratory & Diagnostic Tests
88313,Special stain including interpretation and report,Laboratory & Diagnostic Tests
90460,"Immunization administration through 18 years of age via any route of administration, with counseling by physician or other qualified health care professional",Preventive Services
90474,Immunization administration by intranasal or oral route,Preventive Services
90633,Hepatitis A vaccine,Preventive Services
90746,Hepatitis B Vaccine,Preventive Services
90791,Psychiatric Diagnostic Procedures,Consultations & Evaluations
90837,Psychotherapy,Mental Health Services
92083,"Visual field examination, unilateral or bilateral, with interpretation and report",Optometry & Eye Care
92523,Special Otorhinolaryngologic Services and Procedures,Surgeries & Procedures
94727,"Pulmonary Diagnostic Testing, Rehabilitation, and Therapies",Rehabilitation & Physical Therapy
95115,Professional services for allergen immunotherapy not including provision of allergenic extracts,Allergy & Immunology Services
96365,"Intravenous infusion, for therapy, prophylaxis, or diagnosis specify substance or drug",Pharmacotherapy & Drug Administration
96375,"Therapeutic, prophylactic, or diagnostic injection specify substance or drug",Pharmacotherapy & Drug Administration
97016,Application of a modality to 1 or more areas,Other
97140,Therapeutic Procedures,Surgeries & Procedures
97530,Therapeutic Procedures,Surgeries & Procedures
97811,"Acupuncture, 1 or more needles",Other
99202,New Patient Office or Other Outpatient Services,Consultations & Evaluations
99441,"Telephone evaluation and management service provided by a physician to an established patient, parent, or guardian not originating from a related EM service provided more within the previous 7 days nor leading to an EM service or procedure within the next 24 hours or soonest available appointment",Consultations & Evaluations
38230,Bone Marrow or Stem Cell ServicesProcedures,Surgeries & Procedures
33536,"Coronary artery bypass, using arterial grafts",Cardiovascular Procedures
90937,Hemodialysis Procedures,Other
96420,"Chemotherapy administration, intraarterial",Oncology & Cancer Treatment
092,(MDC 01) Other disorders of nervous system with CC,Surgeries & Procedures
82248,Bilirubin,Laboratory & Diagnostic Tests
96446,Other Injection and Infusion Services,Pharmacotherapy & Drug Administration
20802,General Replantation Procedures on the Musculoskeletal System,Surgeries & Procedures
32856,"Backbench standard preparation of cadaver donor lung allograft prior to transplantation, including dissection of allograft from surrounding soft tissues to prepare pulmonary venousatrial cuff more, pulmonary artery, and bronchus",Cardiovascular Procedures
61798,"Stereotactic radiosurgery particle beam, gamma ray, or linear accelerator",Oncology & Cancer Treatment
61796,"Stereotactic radiosurgery particle beam, gamma ray, or linear accelerator",Oncology & Cancer Treatment
77371,"Radiation treatment delivery, stereotactic radiosurgery SRS, complete course of treatment of cranial lesions consisting of 1 session",Oncology & Cancer Treatment
38510,Biopsy or excision of lymph nodes,Surgeries & Procedures
19083,Biopsy of breast with placement of breast localization devices,Surgeries & Procedures
49654,"Deprecated, Deleted, or Otherwise Missing Code Name",Other
64708,"Neuroplasty, major peripheral nerve, arm or leg, open",Surgeries & Procedures
26428,"Repair of extensor tendon, central slip, secondary eg, boutonniere deformity",Surgeries & Procedures
11730,"Avulsion of nail plate, partial or complete, simple",Surgeries & Procedures
20102,Exploration of penetrating wound separate procedure,Surgeries & Procedures
12051,"Repair, intermediate, wounds of face, ears, eyelids, nose, lips andor mucous membranes",Surgeries & Procedures
92502,Special Otorhinolaryngologic Services and Procedures,Surgeries & Procedures
70543,"Magnetic resonance eg, proton imaging, orbit, face, andor neck",Imaging & Radiology
71552,"Magnetic resonance eg, proton imaging, chest eg, for evaluation of hilar and mediastinal lymphadenopathy",Imaging & Radiology
72197,"Magnetic resonance eg, proton imaging, pelvis",Imaging & Radiology
73706,Diagnostic Radiology Diagnostic Imaging Procedures of the Lower Extremities,Imaging & Radiology
74175,Computed Tomography,Imaging & Radiology
74182,"Magnetic resonance eg, proton imaging, abdomen",Imaging & Radiology
74400,Diagnostic Radiology Diagnostic Imaging Procedures of the Urinary Tract,Imaging & Radiology
76857,"Ultrasound, pelvic nonobstetric, real time with image documentation",Imaging & Radiology
78582,Diagnostic Nuclear Medicine Procedures on the Respiratory System,Imaging & Radiology
885,(MDC 19) Psychoses,Mental Health Services
189,(MDC 04) Pulmonary edema and respiratory failure,Surgeries & Procedures
789,"(MDC 15) Neonates, died or transferred to another acute care facility",Other
561,"(MDC 08) Aftercare, musculoskeletal system and connective tissue without CC/MCC",Rehabilitation & Physical Therapy
327,"(MDC 06) Stomach, esophageal and duodenal procedures with CC",Surgeries & Procedures
